data,serie_13672,serie_13684,serie_1619,serie_188,serie_189,serie_20570,serie_20574,serie_20576,serie_20577,serie_20578,serie_20579,serie_20580,serie_20581,serie_20584,serie_20588,serie_20590,serie_20662,serie_20668,serie_20669,serie_20670,serie_20671,serie_20672,serie_20673,serie_20676,serie_20679,serie_20680,serie_20682,serie_20740,serie_20744,serie_20745,serie_20746,serie_20747,serie_20748,serie_20749,serie_20752,serie_20878,serie_20881,serie_20882,serie_20883,serie_20884,serie_20885,serie_20886,serie_20889,serie_20892,serie_20954,serie_20958,serie_20959,serie_20960,serie_20961,serie_20962,serie_20963,serie_20966,serie_20970,serie_20971,serie_21033,serie_21037,serie_21038,serie_21039,serie_21040,serie_21041,serie_21042,serie_21045,serie_21049,serie_21050,serie_21112,serie_21116,serie_21117,serie_21118,serie_21119,serie_21120,serie_21121,serie_21124,serie_21128,serie_21129,serie_21130,serie_22023,serie_22024,serie_23061,serie_23063,serie_23070,serie_24369,serie_24370,serie_24379,serie_24380,serie_24381,serie_24382,serie_25462,serie_25466,serie_25467,serie_25468,serie_25469,serie_25470,serie_25471,serie_25474,serie_25477,serie_25478,serie_25479,serie_27574,serie_27791,serie_27810,serie_27813,serie_27815,serie_28635,serie_28636,serie_28637,serie_433,serie_4393
2016-01-01,8.5,7.8,880.0,1.51,1.14,804529.0,107817.0,21015.0,165972.0,86923.0,273910.0,381727.0,159958.0,1825.0,11384.0,170126.0,103508.0,710.0,4729.0,3481.0,8920.0,15119.0,5520.0,85.0,15242.0,2284.0,70509.0,65.8,42.84,26.85,31.44,29.4,51.31,27.48,21.74,50.9,40.67,71.9,66.57,68.07,59.95,41.47,42.67,8.17,19.76,15.38,28.44,25.28,26.57,25.31,14.54,14.47,4.74,2.0,5.61,3.79,5.38,1.16,3.92,4.75,7.59,7.78,5.6,3.69,6.25,5.53,2.12,1.8,2.28,4.33,4.33,5.48,0.68,8.38,2.32,144.45,106.16,16.7,16.5,83.7,9.6,161840.0,91803.0,9772.0,3332.0,2867.0,4.3,3.02,2.0,2.3,2.17,3.51,2.04,1.65,15.23,7.73,6.21,183.39,321522785.0,2300666103.0,4829018658.0,5291768650.0,14.0,1.0,33592.02,1.27,89.04
2016-02-01,8.6,7.9,880.0,0.95,1.29,802295.0,107792.0,20890.0,165955.0,89326.0,276172.0,383964.0,157329.0,1775.0,11346.0,167312.0,106054.0,730.0,4979.0,4115.0,9824.0,16203.0,5199.0,88.0,16324.0,2373.0,71587.0,67.33,43.19,27.2,31.47,29.66,52.41,27.56,22.33,51.38,39.8,72.37,66.83,68.39,60.8,41.2,41.77,7.97,19.94,15.62,29.01,26.1,27.2,25.73,14.6,14.56,4.8,1.89,5.39,3.72,3.78,1.01,2.88,4.03,7.85,8.0,5.71,3.92,6.2,5.47,2.15,1.8,2.29,4.37,4.41,5.09,0.68,7.98,2.41,146.08,109.96,48.7,68.9,77.2,10.3,162003.0,91304.0,10541.0,3245.0,2850.0,4.38,3.04,2.03,2.31,2.19,3.57,2.05,1.69,15.34,7.79,6.38,180.54,319261836.0,2301159340.0,4884235641.0,5331795004.0,16.0,2.0,33673.31,0.9,95.23
2016-03-01,8.8,8.0,880.0,0.44,0.51,800989.0,108099.0,20705.0,166536.0,91034.0,278275.0,386375.0,155469.0,1738.0,11412.0,166587.0,112509.0,795.0,5371.0,3907.0,10074.0,17278.0,5988.0,102.0,15036.0,2614.0,73427.0,68.57,44.02,27.79,31.19,29.97,53.44,27.01,21.79,51.09,39.0,71.87,65.43,67.58,59.8,40.83,42.43,8.1,19.93,15.55,28.95,26.07,27.15,25.62,14.54,14.79,4.76,1.95,5.75,3.4,4.59,1.04,3.34,4.38,8.23,7.84,6.3,4.24,6.17,5.43,2.14,1.79,2.27,4.35,4.42,4.64,0.66,8.04,2.46,145.91,111.89,21.5,19.6,66.4,11.1,162166.0,90708.0,11281.0,2955.0,2859.0,4.45,3.09,2.06,2.29,2.21,3.63,2.01,1.66,15.4,7.79,6.46,170.41,313677641.0,2301406917.0,4953973835.0,5389752466.0,28.0,8.0,123214.59,0.43,89.31
2016-04-01,9.0,8.2,880.0,0.64,0.33,797312.0,109522.0,20670.0,166917.0,92047.0,279634.0,389156.0,152927.0,1690.0,11419.0,164368.0,106139.0,856.0,5321.0,3662.0,9840.0,16531.0,5270.0,67.0,15233.0,2443.0,70185.0,70.42,43.53,27.67,30.98,29.8,54.41,26.77,20.28,51.03,40.1,72.0,64.93,67.57,59.88,41.1,43.3,8.2,19.75,15.57,28.43,25.82,26.75,25.27,14.47,14.95,4.8,1.91,5.54,3.55,3.8,1.1,2.9,4.01,8.09,7.39,6.09,4.18,6.25,5.28,2.14,1.77,2.25,4.49,4.51,4.59,0.65,8.28,2.41,150.41,117.44,78.7,91.7,63.3,11.3,162325.0,90549.0,11578.0,2947.0,2846.0,4.54,3.06,2.06,2.27,2.2,3.69,2.0,1.55,15.49,7.95,6.69,164.72,316640864.0,2298824612.0,4975614007.0,5419606850.0,23.0,8.0,220046.45,0.61,87.68
2016-05-01,9.0,8.2,880.0,0.98,0.82,801789.0,109182.0,20534.0,167320.0,93096.0,280949.0,390132.0,151021.0,1621.0,11767.0,168770.0,114529.0,852.0,5649.0,3925.0,10426.0,17284.0,5607.0,42.0,15093.0,2601.0,75528.0,70.7,43.55,27.76,30.66,29.74,54.24,26.33,18.79,51.6,40.63,73.4,65.13,68.52,60.77,41.27,44.37,8.17,19.95,15.56,28.98,26.02,27.15,25.55,14.44,15.05,4.78,1.97,5.61,3.45,3.71,1.01,2.8,4.01,8.52,7.96,6.2,4.14,6.32,5.32,2.29,1.76,2.33,4.43,4.66,4.53,0.63,8.33,2.56,148.99,117.99,55.1,73.7,62.4,11.3,162487.0,90708.0,11578.0,2917.0,2854.0,4.56,3.06,2.06,2.25,2.19,3.68,1.97,1.45,15.69,7.9,6.71,166.25,314364643.0,2312333789.0,5008017964.0,5453699716.0,21.0,4.0,131211.73,0.78,90.85
2016-06-01,8.9,8.2,880.0,0.47,1.69,800341.0,107977.0,20546.0,,94138.0,282560.0,390537.0,149043.0,1561.0,11851.0,169686.0,113802.0,916.0,5817.0,4378.0,11111.0,18183.0,5891.0,40.0,14793.0,2591.0,73868.0,70.18,43.02,27.54,30.26,29.44,53.4,25.97,17.25,52.15,41.9,73.83,65.43,68.96,61.03,41.7,51.37,8.2,20.03,15.63,29.04,26.0,27.18,25.63,14.44,15.3,4.8,1.92,5.38,3.44,3.54,1.08,2.71,3.86,7.95,7.66,5.64,4.02,6.15,5.12,2.14,1.72,2.22,4.16,4.61,4.31,0.59,8.28,2.45,149.5,117.36,109.9,133.3,61.8,11.4,162648.0,90673.0,11716.0,2924.0,2825.0,4.53,3.03,2.05,2.23,2.17,3.63,1.94,1.33,15.62,7.92,6.68,166.98,315458133.0,2328060305.0,5042395159.0,5492324102.0,26.0,5.0,80382.46,0.35,98.05
2016-07-01,9.2,8.4,880.0,0.64,0.18,799849.0,107406.0,20462.0,167613.0,95586.0,283661.0,391067.0,147767.0,1505.0,11649.0,170330.0,110430.0,815.0,5594.0,4080.0,10488.0,16667.0,5858.0,31.0,14137.0,2458.0,73225.0,70.75,43.27,27.4,30.1,29.32,53.8,25.99,17.29,52.35,41.17,75.5,65.3,69.84,61.49,41.8,49.53,8.3,19.97,15.65,28.6,25.71,26.82,25.44,14.46,15.44,4.85,1.95,5.34,3.33,3.76,1.04,2.81,3.84,8.13,6.98,5.68,3.89,6.2,5.12,2.18,1.75,2.25,4.19,4.63,4.22,0.61,8.34,2.42,151.35,118.47,44.2,65.3,58.7,11.7,162810.0,90327.0,11977.0,2950.0,2828.0,4.56,3.04,2.04,2.22,2.17,3.65,1.94,1.34,15.6,7.98,6.73,158.77,313978056.0,2335393825.0,5093742194.0,5548744457.0,22.0,4.0,167389.84,0.52,97.67
2016-08-01,9.2,8.4,880.0,0.31,0.15,804054.0,106918.0,20369.0,167539.0,96973.0,284880.0,391798.0,146405.0,1446.0,11547.0,174436.0,119029.0,921.0,6118.0,4376.0,11414.0,17970.0,6378.0,31.0,14409.0,2418.0,77472.0,71.15,43.46,27.43,30.32,29.42,53.7,26.17,17.95,52.76,41.73,75.93,65.4,70.16,62.15,41.9,48.9,8.1,20.16,15.64,29.11,25.92,27.19,25.74,14.53,15.49,4.69,1.9,5.37,3.28,3.96,1.07,2.93,3.96,8.02,7.24,5.84,3.86,6.21,4.95,2.25,1.74,2.27,4.22,4.58,4.07,0.63,8.17,2.45,152.2,118.52,191.6,235.8,59.0,11.9,162969.0,90080.0,12159.0,2941.0,2852.0,4.58,3.05,2.04,2.23,2.17,3.65,1.96,1.39,15.82,8.01,6.73,155.61,313375647.0,2348937566.0,5158943154.0,5607068135.0,24.0,2.0,33339.73,0.44,100.05
2016-09-01,9.2,8.4,880.0,0.08,0.2,802737.0,106579.0,20361.0,168321.0,97188.0,285870.0,392449.0,145387.0,1405.0,11404.0,173634.0,108839.0,785.0,4742.0,3103.0,8630.0,14248.0,5837.0,37.0,14866.0,2291.0,73850.0,72.61,43.87,27.42,30.25,29.42,54.18,26.13,18.18,53.1,40.87,76.2,65.7,70.37,62.33,42.0,51.1,8.03,20.04,15.64,29.19,25.75,27.18,25.69,14.38,15.64,4.84,1.89,5.67,3.67,4.67,1.12,3.39,4.33,8.38,7.24,5.68,3.91,6.23,4.91,2.2,1.83,2.26,4.24,4.64,4.03,0.63,8.16,2.38,154.85,123.07,76.1,149.4,56.6,11.9,163128.0,89821.0,12156.0,2934.0,2850.0,4.65,3.08,2.04,2.23,2.17,3.67,1.95,1.4,15.96,8.11,6.91,158.33,323287076.0,2351620449.0,5205671446.0,5652149886.0,12.0,2.0,65721.57,0.08,106.95
2016-10-01,9.2,8.4,880.0,0.17,0.16,804279.0,105701.0,20487.0,168367.0,97767.0,286621.0,392322.0,143939.0,1362.0,11416.0,175996.0,114147.0,715.0,5376.0,3753.0,9843.0,16134.0,5991.0,34.0,15402.0,2335.0,76803.0,72.87,44.55,27.63,30.35,29.63,54.61,25.75,15.41,51.96,40.73,74.47,64.97,69.06,60.78,42.1,44.53,8.13,20.06,15.34,29.21,25.68,27.14,25.68,14.46,15.68,4.88,1.9,5.68,4.99,4.72,1.14,3.52,4.4,8.39,7.41,6.2,3.98,6.15,4.92,2.21,1.81,2.27,4.04,4.66,3.97,0.98,8.09,2.29,156.14,121.03,43.9,51.4,54.8,11.9,163287.0,89884.0,12184.0,2931.0,2854.0,4.67,3.12,2.05,2.23,2.19,3.7,1.93,1.2,15.84,8.15,6.83,158.07,322983773.0,2356477212.0,5228485955.0,5681511504.0,10.0,1.0,9768.17,0.26,105.98
2016-11-01,9.0,8.3,880.0,0.07,-0.03,810142.0,105116.0,20150.0,168526.0,98522.0,287198.0,392314.0,143553.0,1325.0,11258.0,181450.0,120500.0,715.0,5259.0,4243.0,10216.0,16147.0,6634.0,36.0,15733.0,2332.0,82662.0,72.93,43.43,27.59,30.44,29.56,54.5,25.85,15.16,52.63,41.77,74.33,65.13,69.1,61.6,42.4,45.6,8.07,20.04,15.39,29.19,25.66,27.13,25.7,14.34,15.74,4.95,1.88,5.29,4.38,3.85,1.01,2.91,3.91,7.94,6.76,6.07,3.81,6.07,4.89,2.26,1.92,2.33,4.03,4.72,3.93,1.06,7.79,2.17,155.43,120.15,200.0,100.9,63.2,12.0,163444.0,90149.0,12279.0,3045.0,2858.0,4.67,3.05,2.05,2.24,2.18,3.69,1.93,1.18,16.02,8.13,6.8,166.76,332706192.0,2387236146.0,5264955221.0,5743868110.0,14.0,1.0,19094.23,0.18,110.3
2016-12-01,9.1,8.3,880.0,0.14,0.54,810652.0,101850.0,19648.0,168881.0,99079.0,287608.0,389459.0,143591.0,1296.0,11188.0,186425.0,123526.0,696.0,4915.0,3835.0,9445.0,15252.0,7231.0,38.0,14429.0,2269.0,84712.0,70.99,42.7,27.53,30.3,29.4,54.22,25.7,14.65,52.61,43.2,75.17,65.2,69.78,61.81,42.4,45.3,8.1,20.06,15.47,28.49,25.34,26.63,25.49,14.46,15.83,5.05,1.98,4.77,2.96,3.65,0.94,2.67,3.55,7.04,5.9,5.16,3.27,6.05,4.85,2.24,1.93,2.31,4.0,4.62,3.81,1.14,7.68,2.05,153.75,114.63,41.5,41.2,60.4,12.2,163603.0,90174.0,12476.0,3328.0,2869.0,4.57,3.01,2.05,2.23,2.17,3.68,1.92,1.15,16.07,8.07,6.57,170.31,363028546.0,2446065748.0,5370570893.0,5831877727.0,26.0,1.0,53689.77,0.3,110.73
2017-01-01,9.3,8.5,937.0,0.42,0.64,811179.0,101333.0,19484.0,169230.0,100533.0,289247.0,390581.0,143662.0,1256.0,11161.0,184884.0,116764.0,821.0,5417.0,4535.0,10773.0,16969.0,6662.0,25.0,15301.0,2321.0,78436.0,71.79,43.73,27.59,30.71,29.64,54.17,26.18,16.94,52.86,41.73,73.23,66.33,68.94,61.61,42.43,46.8,8.13,20.15,15.43,29.07,25.58,27.05,25.83,14.49,15.74,4.99,1.92,5.26,3.08,4.46,0.93,3.14,4.13,7.72,6.51,5.9,3.58,6.01,4.84,2.25,1.95,2.32,3.94,4.65,3.79,1.2,7.66,1.94,161.92,116.92,113.8,136.6,68.6,12.7,163760.0,89746.0,13029.0,3357.0,2882.0,4.61,3.07,2.05,2.26,2.19,3.67,1.96,1.31,16.06,8.35,6.67,165.23,326435805.0,2390710458.0,5403067549.0,5842419766.0,39.0,2.0,34499.18,0.38,102.25
2017-02-01,9.4,8.6,937.0,0.24,0.08,807406.0,101436.0,19389.0,169985.0,102121.0,291495.0,392932.0,143710.0,1227.0,11151.0,180327.0,101993.0,742.0,5569.0,4846.0,11157.0,16926.0,5772.0,23.0,13859.0,2186.0,68190.0,72.0,43.82,27.38,30.71,29.52,54.14,25.71,16.61,53.0,40.03,74.33,67.27,69.82,62.28,42.17,43.8,8.0,20.11,15.58,29.13,25.87,27.2,25.8,14.48,15.74,5.01,1.77,4.77,3.09,3.31,0.94,2.47,3.45,7.36,5.93,5.21,3.38,5.91,4.71,2.22,1.94,2.29,,4.61,3.64,1.23,7.69,1.82,163.48,120.3,57.9,59.3,71.5,13.3,163919.0,89240.0,13666.0,3284.0,2892.0,4.62,3.07,2.04,2.26,2.18,3.67,1.93,1.29,15.9,8.41,6.8,159.6,333845630.0,2401311628.0,5428196722.0,5861693498.0,27.0,1.0,23067.84,0.33,113.8
2017-03-01,9.3,8.5,937.0,0.32,0.01,811975.0,102017.0,19171.0,170883.0,103924.0,293978.0,395996.0,143032.0,1187.0,11319.0,181605.0,129337.0,886.0,6400.0,5103.0,12389.0,19304.0,7417.0,33.0,16576.0,2634.0,85449.0,71.23,43.59,27.21,30.46,29.31,52.43,24.8,16.57,52.64,41.5,74.83,65.9,69.72,62.06,41.93,46.43,8.27,20.28,15.49,29.15,25.77,27.18,25.86,14.79,15.77,4.97,1.91,5.16,3.3,3.51,0.97,2.59,3.69,7.85,6.65,5.93,3.79,5.88,4.77,2.26,1.93,2.31,3.85,4.54,3.66,1.2,7.45,1.79,158.46,118.76,68.9,86.6,80.3,13.9,164077.0,88846.0,14305.0,3001.0,2906.0,4.58,3.06,2.03,2.24,2.17,3.58,1.86,1.29,15.95,8.23,6.74,156.07,325270676.0,2413002766.0,5507791836.0,5936525988.0,32.0,1.0,64910.54,0.25,109.38
2017-04-01,9.3,8.5,937.0,0.08,-1.1,808463.0,101929.0,19062.0,171494.0,104688.0,295244.0,397174.0,142676.0,1156.0,12368.0,178842.0,109942.0,791.0,6095.0,4070.0,10956.0,17134.0,5909.0,24.0,15063.0,2673.0,74376.0,66.58,43.24,26.65,28.33,28.18,50.21,24.39,16.69,53.4,41.5,,65.97,70.45,63.3,41.93,45.57,8.74,20.32,15.57,29.23,25.81,27.25,25.9,14.81,15.75,4.85,1.92,5.12,3.24,3.38,1.11,2.57,3.62,7.91,6.03,6.35,3.8,5.85,4.57,2.32,1.98,2.34,3.82,4.48,3.6,2.03,7.6,1.82,162.16,106.08,89.5,80.5,81.8,13.7,164230.0,89160.0,14172.0,2978.0,2887.0,4.34,3.04,1.99,2.1,2.09,3.45,1.84,1.29,14.81,8.36,6.21,156.15,327570800.0,2428356121.0,5474967657.0,5925396119.0,20.0,3.0,44168.42,0.14,109.01
2017-05-01,9.3,8.5,937.0,0.36,-0.93,816497.0,103111.0,19029.0,172623.0,106745.0,298397.0,401508.0,142535.0,1120.0,14660.0,183342.0,127898.0,967.0,6985.0,5798.0,13750.0,21142.0,7280.0,29.0,16327.0,4812.0,86452.0,62.14,42.28,26.01,27.84,27.57,50.43,24.25,17.88,54.26,42.7,77.67,67.17,71.92,64.29,41.97,46.37,9.26,20.47,15.61,29.34,25.9,27.34,25.94,14.88,15.74,5.3,2.4,4.98,2.96,3.31,1.0,2.46,3.55,7.65,6.14,5.73,3.73,5.93,4.59,2.44,1.92,2.39,3.86,4.5,3.47,1.67,7.63,1.92,159.59,86.89,148.5,115.6,88.6,13.4,164389.0,89623.0,13892.0,2958.0,2879.0,4.11,2.98,1.95,2.07,2.05,3.46,1.83,1.38,13.54,8.27,5.35,160.04,326537000.0,2462036268.0,5495565318.0,5947255664.0,50.0,6.0,138241.41,0.31,103.49
2017-06-01,9.1,8.4,937.0,-0.3,-0.67,820277.0,103421.0,19011.0,173798.0,107982.0,300791.0,404212.0,142786.0,1089.0,15547.0,183813.0,123740.0,900.0,7110.0,4955.0,12966.0,20341.0,7010.0,24.0,14936.0,3644.0,81778.0,62.22,41.78,25.82,27.76,27.4,48.63,24.03,18.4,54.81,43.17,78.2,67.3,72.3,65.3,41.87,47.27,9.44,20.59,15.69,29.53,25.93,27.47,26.03,14.94,15.76,5.12,2.45,4.81,3.05,3.23,1.06,2.44,3.47,7.38,5.59,4.75,3.3,5.75,4.42,2.36,1.9,2.32,3.71,4.36,3.21,1.28,7.43,1.78,157.89,91.92,63.7,76.1,86.0,13.1,164545.0,90193.0,13598.0,2968.0,2872.0,4.11,2.95,1.93,2.06,2.04,3.36,1.81,1.42,14.03,8.21,5.58,159.74,333582469.0,2497091464.0,5518949598.0,5978559446.0,97.0,15.0,543338.22,-0.23,100.06
2017-07-01,9.0,8.3,937.0,0.17,-0.72,825417.0,102982.0,19003.0,174357.0,109129.0,302489.0,405471.0,143061.0,1061.0,16333.0,188185.0,122292.0,880.0,6345.0,4752.0,11977.0,18508.0,7136.0,28.0,15164.0,3587.0,83574.0,63.65,42.11,25.83,27.78,27.43,50.57,23.79,17.05,54.0,42.5,77.47,67.0,71.74,64.14,42.03,46.2,9.21,20.63,15.72,29.55,25.96,27.49,26.05,14.99,15.74,5.36,2.64,4.73,3.0,3.38,1.14,2.55,3.55,7.25,5.64,5.48,3.07,5.72,4.36,2.44,1.95,2.38,3.73,4.23,3.02,1.14,7.32,1.87,159.64,93.46,102.2,113.5,88.9,12.9,164703.0,90585.0,13428.0,2977.0,2872.0,4.19,2.97,1.93,2.06,2.04,3.47,1.79,1.32,14.82,8.28,5.65,157.57,333533428.0,2492501008.0,5543482574.0,5978280665.0,80.0,7.0,283589.03,0.24,104.78
2017-08-01,8.9,8.2,937.0,-0.03,0.1,830704.0,103497.0,19126.0,175631.0,110387.0,305144.0,408641.0,144210.0,1034.0,16467.0,188944.0,126522.0,1049.0,7259.0,4956.0,13264.0,20183.0,8110.0,29.0,14936.0,3399.0,83415.0,62.31,41.29,25.59,27.6,27.17,49.41,23.22,17.38,53.77,43.27,77.2,66.87,71.56,63.7,42.13,46.13,9.27,20.73,15.85,29.63,25.99,27.55,26.15,15.07,15.77,5.08,2.55,4.61,2.81,3.45,1.1,2.56,3.47,7.03,5.61,6.74,3.1,5.71,4.3,2.44,1.97,2.39,3.82,4.06,2.81,1.38,7.08,1.88,160.93,92.46,68.6,74.0,82.8,12.7,164856.0,91001.0,13212.0,2991.0,2869.0,4.12,2.92,1.92,2.05,2.02,3.4,1.76,1.34,14.87,8.32,5.61,154.23,330016863.0,2513003631.0,5626754248.0,6054119494.0,104.0,8.0,365094.42,0.19,101.48
2017-09-01,8.9,8.1,937.0,-0.02,0.47,830364.0,103416.0,19061.0,176008.0,111015.0,306084.0,409500.0,145043.0,1010.0,16445.0,187405.0,118891.0,909.0,6382.0,4240.0,11531.0,18166.0,7274.0,28.0,15934.0,3209.0,81017.0,58.55,41.73,25.29,27.44,26.97,48.46,22.96,16.65,54.4,41.97,77.43,66.77,71.58,64.46,42.23,46.8,9.19,20.6,15.91,29.23,25.66,27.21,25.87,15.17,15.84,5.07,2.51,4.45,3.01,3.17,1.1,2.41,3.34,6.77,5.18,6.05,2.96,5.61,4.23,2.4,2.01,2.37,3.76,3.95,2.57,1.62,7.0,1.8,165.29,79.14,76.2,113.5,82.9,12.5,165007.0,91268.0,13068.0,2989.0,2881.0,3.92,2.95,1.9,2.04,2.01,3.35,1.74,1.29,13.33,8.47,4.98,157.54,335224186.0,2529390340.0,5677639428.0,6092331523.0,82.0,9.0,492787.86,0.16,99.67
2017-10-01,8.9,8.1,937.0,0.37,0.2,839865.0,103649.0,19126.0,176690.0,112176.0,307992.0,411641.0,146135.0,984.0,16521.0,191796.0,129709.0,978.0,6709.0,4940.0,12627.0,19504.0,8021.0,27.0,16439.0,3301.0,87851.0,58.85,40.84,24.88,27.22,26.6,49.13,22.51,17.76,54.22,42.9,77.4,66.8,71.62,64.04,42.23,48.13,9.12,20.86,15.98,29.78,25.85,27.59,26.13,15.82,15.86,4.81,2.36,4.77,3.01,3.86,1.11,2.8,3.71,7.14,5.64,6.7,3.13,5.55,4.18,2.43,2.07,2.41,3.81,3.84,2.62,1.65,6.75,1.78,166.97,78.91,91.3,97.5,87.3,12.3,165158.0,91602.0,12854.0,2991.0,2889.0,3.93,2.89,1.87,2.03,1.98,3.39,1.71,1.37,13.46,8.53,4.97,162.52,334125389.0,2516956654.0,5711202165.0,6146692564.0,93.0,11.0,485387.34,0.42,102.81
2017-11-01,8.7,8.0,937.0,0.18,0.52,851108.0,103992.0,18996.0,177194.0,113190.0,309381.0,413373.0,147900.0,968.0,16584.0,199772.0,133426.0,923.0,6537.0,4965.0,12424.0,19025.0,8218.0,33.0,17443.0,3306.0,92949.0,57.81,39.47,24.39,26.83,26.1,47.4,22.14,15.88,54.66,44.03,78.27,67.03,72.25,64.75,42.47,46.97,9.18,20.88,16.1,29.88,25.85,27.65,26.18,15.83,15.98,4.96,2.39,4.71,3.03,3.96,1.1,2.86,3.74,6.94,5.31,6.84,3.03,5.39,4.25,2.38,2.13,2.4,3.78,3.84,2.44,1.63,6.39,1.78,168.45,77.7,89.1,153.4,81.3,12.1,165308.0,92025.0,12707.0,3094.0,2900.0,3.88,2.81,1.84,2.0,1.95,3.29,1.68,1.24,13.54,8.58,4.91,171.15,348897769.0,2542372506.0,5713739945.0,6167287138.0,133.0,16.0,494831.56,0.28,103.96
2017-12-01,8.5,7.8,937.0,0.26,0.89,855305.0,101853.0,19039.0,177796.0,113950.0,310785.0,412638.0,149869.0,957.0,16776.0,204970.0,133564.0,,6504.0,4696.0,11972.0,19078.0,8483.0,39.0,16064.0,3134.0,93717.0,54.49,39.83,24.14,26.79,25.96,44.25,22.23,16.27,54.71,44.37,79.5,67.2,73.03,64.77,42.53,48.87,9.28,21.09,16.1,29.93,25.83,27.67,26.35,15.91,16.25,4.68,2.36,4.44,2.84,4.29,1.04,3.01,3.73,6.3,4.7,6.32,2.73,5.23,4.15,2.34,2.14,2.38,3.64,3.78,2.3,1.7,6.14,1.73,169.11,73.2,109.5,98.3,87.5,11.9,165459.0,92228.0,12453.0,3380.0,2898.0,3.69,2.83,1.82,2.0,1.94,3.1,1.69,1.26,13.41,8.6,4.68,169.65,383839562.0,2581696299.0,5770354874.0,6226509348.0,139.0,20.0,616378.84,0.44,109.46
2018-01-01,8.6,7.8,954.0,0.23,0.76,864128.0,102661.0,18484.0,178695.0,115503.0,312682.0,415343.0,152349.0,937.0,16614.0,206162.0,133384.0,1073.0,6305.0,5772.0,13150.0,20722.0,8552.0,29.0,17608.0,3262.0,92250.0,55.08,40.56,24.38,26.89,26.18,46.2,22.74,16.61,54.36,42.7,78.33,67.0,72.18,64.27,42.63,48.2,9.4,21.04,16.2,30.01,25.86,27.72,26.38,15.99,16.25,4.85,2.37,4.67,3.06,4.45,1.05,3.11,3.97,6.56,5.13,6.84,2.82,5.24,4.46,2.46,2.15,2.46,3.74,3.79,2.29,1.9,5.93,1.86,167.89,70.87,93.1,80.1,86.1,12.3,165608.0,91857.0,12850.0,3408.0,2912.0,3.72,2.88,1.83,2.0,1.96,3.22,1.72,1.29,13.18,8.56,4.57,171.2,347816120.0,2540195151.0,5774734690.0,6206921935.0,168.0,20.0,844620.02,0.29,116.96
