data,serie_13672,serie_13684,serie_1619,serie_188,serie_189,serie_20570,serie_20574,serie_20576,serie_20577,serie_20578,serie_20579,serie_20580,serie_20581,serie_20584,serie_20588,serie_20590,serie_20662,serie_20668,serie_20669,serie_20670,serie_20671,serie_20672,serie_20673,serie_20676,serie_20679,serie_20680,serie_20682,serie_20740,serie_20744,serie_20745,serie_20746,serie_20747,serie_20748,serie_20749,serie_20752,serie_20878,serie_20881,serie_20882,serie_20883,serie_20884,serie_20885,serie_20886,serie_20889,serie_20892,serie_20954,serie_20958,serie_20959,serie_20960,serie_20961,serie_20962,serie_20963,serie_20966,serie_20970,serie_20971,serie_21033,serie_21037,serie_21038,serie_21039,serie_21040,serie_21041,serie_21042,serie_21045,serie_21049,serie_21050,serie_21112,serie_21116,serie_21117,serie_21118,serie_21119,serie_21120,serie_21121,serie_21124,serie_21128,serie_21129,serie_21130,serie_22023,serie_22024,serie_23061,serie_23063,serie_23070,serie_24369,serie_24370,serie_24379,serie_24380,serie_24381,serie_24382,serie_25462,serie_25466,serie_25467,serie_25468,serie_25469,serie_25470,serie_25471,serie_25474,serie_25477,serie_25478,serie_25479,serie_27574,serie_27791,serie_27810,serie_27813,serie_27815,serie_28635,serie_28636,serie_28637,serie_433,serie_4393
2022-05-01,6.4,6.1,1212.0,0.45,0.52,1628537.0,234183.0,30676.0,304191.0,208836.0,543703.0,777885.0,246673.0,347.0,40116.0,435267.0,239059.0,1455.0,8119.0,8503.0,18078.0,33614.0,12209.0,21.0,26857.0,8323.0,187025.0,50.41,36.81,21.09,26.74,24.13,40.57,27.15,25.76,61.88,50.0,92.87,79.77,85.47,72.51,46.93,40.57,12.17,26.97,23.55,37.78,31.14,34.43,31.62,25.19,9.17,6.34,3.52,4.43,3.93,2.46,1.09,2.01,2.82,7.67,9.44,8.01,3.48,5.26,4.84,2.27,2.62,2.55,3.68,4.77,3.84,6.03,6.55,1.1,172.73,76.62,87.6,87.3,114.4,9.8,172938.0,97516.0,10631.0,2890.0,2758.0,3.46,2.65,1.61,1.99,1.82,2.88,2.02,1.93,13.74,8.72,4.85,432.11,602960596.0,4528401923.0,9186556753.0,10060371988.0,394.0,51.0,3643066.86,0.47,105.87
2022-06-01,6.4,6.2,1212.0,0.62,0.59,1649207.0,237065.0,31173.0,306296.0,211707.0,549177.0,786241.0,247822.0,338.0,41332.0,442076.0,227180.0,1524.0,6631.0,7191.0,15346.0,30556.0,11584.0,1.0,27689.0,8113.0,181131.0,51.51,36.22,22.35,26.34,24.65,41.27,27.43,30.59,61.16,51.17,91.23,78.93,84.27,71.79,46.66,45.03,12.2,27.18,23.68,37.8,31.74,34.67,31.85,25.06,8.8,6.38,3.49,4.33,3.95,2.59,1.07,2.08,2.85,7.54,8.52,8.13,3.48,5.24,4.52,2.23,2.43,2.44,3.68,4.79,4.46,6.46,6.59,1.09,173.19,78.69,31.9,38.6,101.1,9.3,173068.0,98269.0,10080.0,2923.0,2775.0,3.52,2.61,1.7,1.97,1.85,2.92,2.04,2.25,13.77,8.74,4.96,428.02,609435478.0,4627983191.0,9257217628.0,10144119722.0,342.0,44.0,3128895.42,0.67,103.6
2022-07-01,6.7,6.4,1212.0,-0.6,0.21,1669791.0,239494.0,31658.0,309350.0,214350.0,555358.0,794852.0,248623.0,330.0,42645.0,449609.0,227425.0,1511.0,8436.0,6724.0,16670.0,30795.0,10935.0,8.0,27962.0,8197.0,183415.0,53.36,36.91,22.95,26.26,24.99,41.22,27.64,31.85,63.94,50.8,102.9,77.43,90.05,76.27,46.76,35.04,12.37,27.01,23.58,37.43,31.2,34.24,31.64,24.71,8.48,6.39,3.54,4.33,4.04,2.4,1.17,2.02,2.81,7.56,7.86,8.19,3.56,5.47,4.36,2.2,2.49,2.44,3.78,4.95,3.93,7.03,7.04,1.1,181.7,85.21,83.1,120.7,98.6,9.1,173198.0,98666.0,9882.0,2952.0,2807.0,3.63,2.65,1.74,1.96,1.88,2.92,2.05,2.33,14.26,9.01,5.27,417.62,603734003.0,4689343288.0,9236804120.0,10177549496.0,371.0,60.0,4481764.73,-0.68,105.58
2022-08-01,6.6,6.4,1212.0,,-0.7,1694665.0,241682.0,32540.0,310709.0,216587.0,559835.0,801517.0,250948.0,313.0,42884.0,458992.0,243934.0,1687.0,9566.0,6878.0,18130.0,33691.0,12577.0,1.0,29108.0,8461.0,192829.0,54.02,37.41,22.82,26.53,25.07,40.99,27.42,18.53,63.32,51.33,98.1,76.83,87.14,74.95,46.92,39.27,12.23,27.39,22.46,38.1,31.47,34.64,32.02,24.93,7.46,6.44,3.53,4.35,4.08,2.22,1.09,1.89,2.75,7.54,7.7,8.57,3.72,5.62,5.26,2.13,2.26,2.36,3.84,5.1,4.1,6.33,7.25,1.24,186.84,87.7,153.6,154.9,100.8,8.9,173328.0,99013.0,9694.0,2977.0,2834.0,3.66,2.68,1.73,1.98,1.88,2.9,2.04,1.43,14.35,9.18,5.39,414.63,603313056.0,4778941120.0,9502994255.0,10381807860.0,423.0,81.0,5237827.46,-0.36,106.76
2022-09-01,6.6,6.4,1212.0,-0.32,-0.95,1711737.0,244167.0,32830.0,314219.0,218503.0,565552.0,809720.0,252668.0,302.0,44313.0,462066.0,236630.0,1572.0,8453.0,6863.0,16888.0,32004.0,11922.0,0.0,31529.0,8891.0,191878.0,53.82,37.46,23.18,26.75,25.36,40.21,27.1,22.78,62.64,50.57,94.63,77.77,85.55,73.35,47.09,35.43,14.3,27.36,22.42,38.22,31.33,34.65,32.04,24.87,14.99,6.64,3.57,4.29,4.01,2.21,0.97,1.84,2.68,7.41,7.27,8.65,3.78,5.69,5.22,2.08,1.96,2.22,3.79,5.18,4.1,6.9,7.55,1.32,185.55,89.23,74.9,96.4,95.9,8.7,173457.0,99269.0,9460.0,2995.0,2872.0,3.65,2.69,1.75,2.0,1.9,2.86,2.02,1.72,14.18,9.14,5.46,408.91,606755327.0,4860082436.0,9595062884.0,10475858204.0,453.0,77.0,5159937.55,-0.29,111.46
2022-10-01,6.8,6.6,1212.0,0.47,-0.97,1744052.0,247144.0,41147.0,318056.0,221477.0,580680.0,827824.0,254301.0,295.0,45910.0,471187.0,244752.0,9478.0,8328.0,6828.0,24634.0,38620.0,11589.0,1.0,30961.0,8968.0,193374.0,56.57,46.79,26.28,26.91,27.67,42.35,27.2,23.22,59.14,51.27,80.43,78.2,77.92,68.08,47.12,27.4,13.47,26.78,22.58,35.9,31.39,33.25,31.08,24.14,14.94,6.7,3.62,4.32,3.4,2.23,1.03,1.86,2.67,7.69,7.15,8.74,3.74,5.8,4.24,2.04,1.98,2.17,3.78,5.35,4.1,7.43,7.8,1.4,184.98,94.88,105.6,107.6,93.4,8.3,173587.0,99661.0,9022.0,3019.0,2895.0,3.81,3.25,1.96,2.01,2.06,2.99,2.03,1.76,14.53,9.12,5.72,394.52,594572665.0,4865558637.0,9513988858.0,10469645139.0,431.0,91.0,7137263.19,0.59,114.23
2022-11-01,6.8,6.5,1212.0,0.38,-0.56,1768115.0,248657.0,41552.0,318060.0,224606.0,584217.0,832874.0,256495.0,284.0,46570.0,487188.0,251249.0,3968.0,7184.0,7435.0,18587.0,32064.0,11617.0,1.0,31492.0,9012.0,206024.0,57.28,44.45,23.8,26.93,26.24,41.95,27.65,19.88,61.08,54.23,89.57,78.33,83.08,71.99,46.86,31.37,12.67,26.98,19.91,38.08,31.3,34.2,31.85,24.18,15.01,6.8,3.62,4.46,3.29,2.43,0.99,1.94,2.78,7.92,7.14,9.06,3.79,5.81,4.24,2.02,1.97,2.16,3.81,5.49,3.76,7.35,7.77,1.66,180.66,98.66,70.3,83.7,89.2,8.1,173715.0,99693.0,8741.0,3136.0,2924.0,3.85,3.11,1.8,2.01,1.96,2.96,2.06,1.52,14.28,8.98,5.89,399.49,606868801.0,4960885500.0,9618776990.0,10618431343.0,307.0,46.0,3499967.65,0.41,116.79
2022-12-01,7.1,6.8,1212.0,0.69,0.45,1778288.0,250006.0,41596.0,321347.0,224883.0,587826.0,837832.0,258433.0,277.0,46819.0,495313.0,251291.0,1290.0,6201.0,6270.0,13761.0,28684.0,12034.0,1.0,30191.0,9227.0,208397.0,55.66,39.25,24.54,27.05,26.51,40.92,28.68,11.52,62.25,50.2,90.37,77.63,82.65,73.49,46.59,28.53,12.27,26.3,19.73,36.89,28.78,32.57,30.82,24.07,14.99,6.78,3.69,4.25,3.6,2.27,0.97,1.86,2.69,7.44,6.5,8.63,3.48,5.91,4.48,2.04,2.0,2.2,3.86,5.4,3.35,7.9,7.89,1.51,181.44,93.87,91.7,140.8,89.2,7.9,173844.0,99370.0,8572.0,3386.0,2930.0,3.76,2.8,1.85,2.02,1.98,2.9,2.12,0.91,14.58,9.01,5.67,390.76,645798347.0,5105452217.0,9687094657.0,10709515205.0,222.0,33.0,2083586.25,0.62,122.84
2023-01-01,7.3,7.0,1302.0,0.46,0.21,1799085.0,253435.0,41807.0,324722.0,230516.0,597045.0,850480.0,260316.0,297.0,48186.0,496886.0,242828.0,1614.0,8816.0,9243.0,19672.0,34279.0,11602.0,1.0,31959.0,9542.0,196846.0,56.91,39.32,24.42,27.7,26.71,41.65,29.05,19.32,61.6,49.03,90.27,79.27,83.17,72.99,46.69,44.18,12.67,27.24,19.64,37.94,31.12,34.04,32.31,24.67,13.29,6.84,3.72,4.53,3.81,2.63,0.99,2.08,2.97,7.73,5.9,9.19,3.56,6.1,4.67,2.11,2.01,2.25,3.92,5.53,3.07,8.58,8.22,1.63,183.12,96.1,109.9,103.9,89.2,8.4,173972.0,98636.0,8995.0,3400.0,2943.0,3.83,2.8,1.84,2.06,1.99,2.94,2.15,1.48,14.65,9.06,5.77,380.67,595517983.0,5034001567.0,9649836121.0,10729241619.0,461.0,76.0,5921976.41,0.53,125.38
2023-02-01,7.5,7.2,1302.0,,-0.06,1800193.0,254496.0,41579.0,327868.0,233105.0,602552.0,857049.0,260637.0,256.0,49336.0,488716.0,218186.0,1377.0,7436.0,6530.0,15343.0,27492.0,9954.0,1.0,30505.0,9300.0,181888.0,58.54,39.65,24.5,27.47,26.67,42.23,28.96,27.69,60.92,47.93,90.67,77.47,82.61,71.82,46.09,32.0,11.77,27.01,19.59,37.9,31.12,34.03,31.94,24.79,14.76,6.57,3.48,4.51,4.03,2.67,0.95,2.1,2.94,7.82,6.61,9.25,3.58,6.12,4.28,2.07,1.99,2.19,3.84,5.6,3.48,9.11,8.54,1.73,191.83,102.42,104.1,99.1,87.6,8.6,174100.0,98122.0,9224.0,3312.0,2945.0,3.91,2.82,1.84,2.04,1.99,2.98,2.14,2.06,14.74,9.34,6.05,374.72,599821499.0,5094021240.0,9732516870.0,10819964725.0,280.0,46.0,3488839.08,0.84,128.78
2023-03-01,7.4,7.2,1302.0,0.64,0.05,1815093.0,253549.0,41748.0,329350.0,234526.0,605624.0,859173.0,262887.0,254.0,62381.0,499976.0,252192.0,1554.0,8454.0,3922.0,13930.0,29158.0,13067.0,0.0,30772.0,10937.0,207403.0,58.61,39.29,24.75,26.39,26.35,42.17,28.58,25.05,60.34,48.4,89.67,76.4,81.68,71.06,45.99,39.67,11.87,26.86,19.3,37.89,29.95,33.53,31.67,24.82,14.69,6.22,4.1,4.63,3.98,2.86,0.93,2.19,2.97,7.95,6.01,7.92,3.79,6.05,4.22,2.01,1.89,2.12,3.77,5.46,3.27,7.81,8.48,1.94,193.16,102.41,80.9,90.5,83.9,8.8,174228.0,97825.0,9432.0,3085.0,2953.0,3.92,2.8,1.86,1.97,1.97,2.98,2.12,1.88,14.97,9.38,6.05,364.06,600411789.0,5227111932.0,9926239857.0,11004070457.0,370.0,62.0,4548217.75,0.71,127.42
2023-04-01,7.6,7.3,1302.0,0.53,-0.95,1823907.0,258477.0,41663.0,331489.0,236710.0,609863.0,868340.0,264473.0,249.0,63235.0,497426.0,227114.0,1387.0,6991.0,5150.0,13528.0,26062.0,10451.0,1.0,29622.0,9878.0,189886.0,59.6,39.16,24.63,25.48,25.91,43.07,28.46,29.85,60.37,49.67,92.07,75.1,82.55,71.64,45.89,31.37,12.67,26.93,19.3,37.06,29.97,33.1,31.68,24.55,14.68,8.47,5.47,4.5,4.05,2.73,0.94,2.12,2.84,7.88,5.49,7.92,3.61,6.2,4.44,2.01,1.93,2.15,3.8,5.5,3.12,8.13,8.77,2.03,200.54,104.57,42.5,42.9,80.1,8.5,174353.0,98031.0,9095.0,3060.0,2940.0,3.97,2.79,1.85,1.91,1.94,3.03,2.11,2.2,15.22,9.6,6.15,362.44,601348363.0,5256116447.0,10004442349.0,11083646404.0,219.0,42.0,3129676.04,0.61,125.1
2023-05-01,7.7,7.3,1320.0,0.36,-1.84,1847884.0,261365.0,41590.0,333570.0,237732.0,612892.0,874257.0,266885.0,237.0,64548.0,509594.0,256199.0,1704.0,7982.0,5462.0,15148.0,29922.0,12677.0,1.0,29644.0,10876.0,207630.0,59.87,38.99,24.6,25.33,25.81,42.85,28.08,32.15,60.89,50.6,91.6,76.87,83.07,71.85,45.92,31.43,13.43,27.11,20.56,37.69,30.57,33.77,31.83,24.73,14.51,8.21,5.42,4.55,4.19,2.72,0.84,2.09,2.85,7.85,5.4,8.02,3.7,6.29,4.64,2.02,1.82,2.12,3.78,5.65,2.56,8.74,8.77,2.19,194.2,105.99,99.2,108.0,80.7,8.3,174481.0,98400.0,8945.0,3058.0,2937.0,3.99,2.78,1.85,1.9,1.93,3.02,2.08,2.35,15.33,9.41,6.21,345.47,588530231.0,5332968713.0,10033043466.0,11120818837.0,278.0,62.0,4488398.73,0.23,122.22
2023-06-01,7.6,7.3,1320.0,-0.1,-1.93,1837826.0,257222.0,41590.0,334672.0,233285.0,609547.0,866769.0,268828.0,227.0,58167.0,505228.0,246634.0,1582.0,7370.0,4322.0,13273.0,27229.0,12703.0,1.0,30361.0,10444.0,204093.0,59.05,38.94,24.99,25.09,25.92,42.75,26.81,31.62,60.88,49.73,91.07,77.0,82.86,71.71,45.96,27.7,13.3,27.03,19.3,37.02,30.49,33.32,31.55,24.82,14.44,9.09,5.43,4.34,3.96,2.61,0.91,2.05,2.72,7.63,4.91,8.45,3.41,6.3,4.67,2.22,1.93,2.28,3.86,5.51,2.36,9.94,8.67,2.22,196.07,103.96,112.9,79.5,90.0,8.0,174607.0,98910.0,8647.0,3063.0,2948.0,3.94,2.78,1.88,1.88,1.94,3.01,2.0,2.32,15.01,9.47,6.12,342.8,597802820.0,5433487431.0,10228434344.0,11248260033.0,284.0,49.0,2885631.03,-0.08,125.27
2023-07-01,7.7,7.3,1320.0,-0.09,-0.72,1846418.0,256427.0,41524.0,336040.0,232709.0,610273.0,866700.0,270968.0,215.0,58584.0,512013.0,248075.0,1538.0,7381.0,4801.0,13720.0,27460.0,13259.0,0.0,28225.0,10084.0,203700.0,58.25,38.54,24.24,24.76,25.35,42.57,26.06,0.0,61.26,50.6,93.97,77.2,84.61,73.02,45.92,0.0,12.33,27.3,19.26,37.56,30.41,33.6,31.82,24.94,14.2,9.08,5.51,4.25,3.74,2.74,1.09,2.18,2.76,7.61,4.8,8.31,3.15,6.18,4.65,2.14,1.93,2.23,3.77,5.45,2.26,10.33,8.54,2.23,198.2,101.94,177.7,111.1,94.2,7.9,174734.0,99344.0,8520.0,3088.0,2965.0,3.9,2.75,1.83,1.86,1.9,3.0,1.95,0.0,15.11,9.53,6.03,349.1,595150194.0,5480967355.0,10337936158.0,11310427028.0,418.0,96.0,6451703.29,0.12,124.46
2023-08-01,7.7,7.3,1320.0,0.2,-0.14,1868557.0,260119.0,41801.0,339186.0,234117.0,615104.0,875223.0,274921.0,247.0,59380.0,516718.0,262382.0,1648.0,9201.0,6645.0,17495.0,33247.0,14493.0,0.0,28540.0,10818.0,210342.0,57.81,38.3,23.84,24.09,24.86,42.21,26.18,19.77,61.38,50.37,93.13,77.13,84.13,73.14,45.86,60.9,12.2,27.58,19.24,37.65,30.4,33.66,32.22,25.04,11.68,9.24,5.64,4.22,4.79,2.53,1.04,2.12,2.7,7.34,3.75,8.45,3.35,6.07,5.1,2.11,1.85,2.21,3.66,5.39,1.87,10.46,8.43,2.3,194.58,101.48,130.1,123.5,94.7,7.8,174859.0,99654.0,8411.0,3121.0,2973.0,3.88,2.74,1.8,1.81,1.87,2.98,1.96,1.51,15.19,9.42,6.01,359.08,597125913.0,5581019740.0,10480749668.0,11434014798.0,523.0,115.0,7952164.77,0.23,131.02
2023-09-01,7.5,7.2,1320.0,0.11,0.37,1870552.0,261197.0,41792.0,340931.0,236849.0,619571.0,880768.0,278043.0,223.0,57535.0,509371.0,249716.0,1505.0,8546.0,8427.0,18477.0,33385.0,13191.0,4.0,29588.0,12457.0,203385.0,57.33,38.07,23.5,24.39,24.77,41.85,25.95,19.9,60.99,50.53,91.07,78.43,83.53,72.37,45.96,49.97,16.87,27.23,19.34,37.07,29.86,33.14,31.54,24.9,13.92,9.84,5.94,4.1,5.03,2.5,1.04,2.12,2.68,7.2,3.69,8.88,3.15,5.93,6.12,2.06,1.83,2.25,3.59,5.31,1.81,10.81,8.31,2.24,193.79,101.29,85.8,94.0,94.8,7.7,174983.0,99838.0,8316.0,3114.0,3003.0,3.85,2.72,1.77,1.84,1.86,2.96,1.94,1.52,15.11,9.4,6.0,372.47,593557239.0,5643662354.0,10561766859.0,11609907471.0,508.0,124.0,8654692.26,0.26,132.64
2023-10-01,7.6,7.2,1320.0,,0.5,1887368.0,264564.0,41532.0,342830.0,239757.0,624120.0,888684.0,281677.0,213.0,63422.0,514973.0,266872.0,1616.0,8112.0,8873.0,18601.0,33816.0,14504.0,2.0,29768.0,11907.0,214093.0,56.08,37.36,23.26,24.26,24.54,41.2,26.19,19.7,60.69,50.87,90.37,77.5,82.8,71.99,45.93,55.97,12.83,27.74,19.57,37.14,30.68,33.53,32.13,25.25,13.57,9.5,6.48,4.27,5.34,2.7,1.15,2.28,2.88,7.48,3.83,8.25,3.1,5.9,6.32,2.17,1.82,2.31,3.59,5.3,1.39,10.0,8.16,2.28,195.93,97.83,132.0,100.1,95.9,7.6,175107.0,100206.0,8259.0,3126.0,3013.0,3.78,2.68,1.76,1.83,1.85,2.92,1.96,1.51,15.18,9.46,5.85,376.14,586994901.0,5689464310.0,10592400218.0,11683681543.0,833.0,182.0,14769440.07,0.24,132.75
2023-11-01,7.4,7.1,1320.0,0.1,0.59,1912104.0,266737.0,41854.0,340400.0,242927.0,625182.0,891919.0,282903.0,204.0,66856.0,535292.0,277270.0,1555.0,7876.0,8208.0,17638.0,33150.0,15080.0,0.0,33032.0,12415.0,229876.0,55.05,37.26,23.15,24.19,24.44,42.32,25.98,15.29,60.4,52.07,90.83,77.97,83.3,71.76,46.09,29.9,12.63,27.86,19.49,37.62,30.78,33.79,32.19,25.4,13.52,9.36,6.44,4.27,6.17,2.9,1.0,2.38,2.92,7.42,3.66,8.1,3.12,5.76,6.63,2.18,1.83,2.34,3.53,5.37,1.38,9.63,7.55,2.23,195.69,91.51,153.2,170.8,100.9,7.5,175229.0,100508.0,8202.0,3218.0,3039.0,3.72,2.67,1.75,1.82,1.84,2.98,1.94,1.19,15.0,9.46,5.56,356.99,605934378.0,5758583696.0,10715736212.0,11799648265.0,758.0,171.0,11582560.44,0.28,129.74
2023-12-01,7.2,6.8,1320.0,0.55,0.74,1923696.0,265344.0,41355.0,345993.0,238619.0,625967.0,891312.0,289392.0,201.0,65992.0,542065.0,271993.0,1217.0,6547.0,7208.0,14972.0,29348.0,16398.0,0.0,28975.0,11865.0,225294.0,54.23,38.12,23.47,23.62,24.43,42.2,25.52,0.01,60.66,52.4,92.47,78.0,84.26,72.86,46.13,25.23,12.13,27.9,19.52,37.28,30.55,33.58,32.17,25.3,13.28,8.9,6.18,4.02,5.72,2.51,0.97,2.13,2.67,7.01,3.53,8.21,2.99,5.58,6.77,2.09,1.85,2.31,3.47,5.19,1.3,10.09,7.41,2.31,196.91,89.75,89.7,118.4,99.5,7.4,175352.0,100985.0,8082.0,3523.0,3025.0,3.68,2.73,1.77,1.78,1.84,2.98,1.91,0.0,15.13,9.49,5.48,342.77,644359232.0,5904635775.0,10848434217.0,11939585295.0,464.0,87.0,5288754.99,0.56,133.46
2024-01-01,7.2,6.9,1412.0,0.57,0.07,1948618.0,275475.0,41452.0,347482.0,245196.0,634130.0,909605.0,293737.0,160.0,67872.0,544009.0,282282.0,1565.0,8261.0,11102.0,20928.0,39127.0,16385.0,1.0,31024.0,12932.0,225391.0,52.56,38.48,23.22,23.54,24.28,41.17,26.07,26.4,59.91,50.93,90.43,77.23,82.81,72.0,46.36,36.53,11.4,28.56,19.48,37.94,33.44,35.07,33.25,25.59,13.65,8.88,6.24,4.16,5.89,2.62,0.95,2.19,2.79,7.13,2.23,8.39,3.03,5.54,7.15,2.09,1.78,2.3,3.44,5.14,0.43,9.78,7.26,2.82,188.44,84.63,110.5,116.3,99.8,7.6,175474.0,100593.0,8292.0,3555.0,3058.0,3.58,2.75,1.76,1.78,1.83,2.91,1.95,1.97,14.71,9.23,5.24,345.47,597775972.0,5841201208.0,10883952756.0,11974398343.0,1318.0,268.0,17856371.5,0.42,133.25
2024-02-01,7.2,6.9,1412.0,0.81,-0.52,1954939.0,280755.0,41068.0,349387.0,250176.0,640630.0,921385.0,297212.0,162.0,69852.0,533793.0,257761.0,1478.0,8075.0,9496.0,19049.0,35998.0,14721.0,0.0,31078.0,12777.0,208965.0,52.66,38.65,22.9,22.83,23.82,41.38,25.85,0.0,59.87,49.8,92.73,77.23,83.94,71.76,46.06,0.0,12.53,27.96,19.59,37.79,30.86,33.96,32.34,25.61,14.01,8.61,6.05,4.24,5.82,2.99,0.89,2.35,2.89,7.19,0.75,8.16,3.1,5.49,7.12,2.06,1.77,2.27,3.38,5.01,0.37,9.64,7.32,2.81,188.86,85.41,210.5,164.9,105.6,7.8,175597.0,100250.0,8535.0,3451.0,3071.0,3.59,2.76,1.73,1.73,1.8,2.93,1.93,0.0,14.58,9.24,5.28,360.19,599128473.0,5867783144.0,11010182479.0,12139510340.0,2675.0,857.0,71328740.44,0.83,138.22
2024-03-01,7.1,6.8,1412.0,0.19,-0.47,1969413.0,287134.0,41315.0,351134.0,253264.0,645713.0,932847.0,301801.0,213.0,71256.0,536242.0,266646.0,1426.0,8229.0,8426.0,18080.0,34616.0,15874.0,1.0,29704.0,13146.0,216524.0,53.36,38.07,22.68,22.43,23.49,42.39,25.43,23.59,60.21,51.17,92.77,78.27,84.47,72.36,45.96,34.67,9.37,28.19,19.68,37.58,32.9,34.68,32.82,25.33,13.34,8.01,5.65,4.3,5.66,2.8,0.83,2.21,2.79,7.44,2.22,9.4,3.37,5.43,7.13,2.04,1.75,2.25,3.36,4.86,1.42,10.03,7.28,2.79,190.67,87.04,110.4,102.8,108.1,7.9,175719.0,100203.0,8623.0,3223.0,3067.0,3.63,2.72,1.72,1.7,1.77,2.99,1.91,1.78,14.75,9.3,5.36,369.38,605349163.0,5969478261.0,11200866302.0,12309364664.0,5045.0,1592.0,132753036.8,0.16,132.52
2024-04-01,7.1,6.8,1412.0,0.37,0.31,1989725.0,288995.0,40583.0,353607.0,255369.0,649560.0,938554.0,306769.0,208.0,73178.0,542935.0,280878.0,1714.0,8845.0,8764.0,19323.0,37875.0,17688.0,1.0,30633.0,14039.0,223114.0,52.82,38.54,22.64,22.19,23.38,42.28,25.44,22.52,60.69,50.4,94.17,78.87,85.46,73.2,45.96,37.87,12.2,28.12,19.67,37.92,31.04,34.13,32.68,25.59,13.32,7.82,5.59,4.29,5.65,2.9,0.93,2.3,2.86,7.3,2.01,8.25,3.24,5.48,6.86,2.05,1.7,2.21,3.35,4.78,1.32,10.14,7.45,2.89,181.97,85.31,129.2,122.6,115.7,7.5,175839.0,100804.0,8213.0,3228.0,3077.0,3.6,2.75,1.72,1.68,1.77,2.98,1.91,1.71,14.79,9.02,5.27,391.02,640735818.0,6031586979.0,11237687186.0,12392841425.0,5778.0,1755.0,143254513.82,0.38,129.59
2024-05-01,7.1,6.8,1412.0,0.46,0.89,2001946.0,293808.0,40490.0,355311.0,257561.0,653362.0,947171.0,311555.0,197.0,72812.0,543834.0,285807.0,1725.0,8346.0,7905.0,17976.0,37479.0,16983.0,1.0,30106.0,13393.0,229010.0,52.39,38.79,22.6,21.73,23.17,41.71,25.54,24.57,60.63,49.1,95.2,79.53,86.23,73.15,46.0,31.7,9.17,27.87,19.85,38.13,30.28,33.94,32.47,25.57,13.3,7.78,5.65,4.15,5.56,2.89,0.85,2.25,2.73,7.24,2.04,8.15,3.08,5.53,6.87,2.17,1.72,2.29,3.36,4.8,1.08,10.76,7.63,2.87,185.86,84.62,130.6,149.2,117.4,7.1,175961.0,101331.0,7783.0,3244.0,3094.0,3.57,2.77,1.71,1.65,1.75,2.95,1.91,1.85,14.77,9.15,5.24,387.71,654643216.0,6108326634.0,11392363710.0,12562476052.0,3474.0,1048.0,84431286.95,0.46,126.46
2024-06-01,7.0,6.8,1412.0,0.25,0.81,2012327.0,295736.0,40228.0,357369.0,261025.0,658622.0,954358.0,317240.0,187.0,72461.0,542898.0,271676.0,1554.0,7927.0,8340.0,17821.0,36563.0,16826.0,0.0,28716.0,12621.0,215694.0,51.69,38.72,22.81,21.37,23.13,40.22,25.52,23.67,61.21,49.8,94.8,79.7,86.17,73.23,45.89,45.2,9.27,27.96,19.9,37.79,30.89,34.01,32.56,25.34,13.06,7.24,5.18,3.98,5.36,2.44,0.83,1.98,2.56,6.73,2.04,8.07,3.04,5.52,7.07,2.08,1.65,2.21,3.37,4.53,0.84,11.12,7.75,3.2,180.51,84.96,178.6,171.4,121.3,6.9,176081.0,101830.0,7541.0,,3113.0,3.53,2.76,1.73,1.63,1.75,2.86,1.91,1.79,14.9,8.98,5.26,409.07,668307209.0,6245919330.0,11510544722.0,12725398691.0,,,,0.21,127.05
2024-07-01,,,1412.0,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01,,,1412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
